work_id,sale_price,regular_price,size_id
30889,305,535,2430
30889,325,575,2632
30889,375,675,2936
30889,405,735,3040
30889,495,915,3648
30889,675,1275,4860
30889,805,1535,5468
176434,305,535,2430
176434,325,575,2632
176434,375,675,2936
176434,405,735,3040
176434,495,915,3648
176434,675,1275,4860
176434,805,1535,5468
30891,325,575,2632
30891,375,675,2936
30891,405,735,3040
30891,495,915,3648
30891,675,1275,4860
30891,805,1535,5468
30893,265,455,2024
30893,305,535,2430
30893,325,575,2632
30893,375,675,2936
30893,405,735,3040
30893,495,915,3648
30893,675,1275,4860
30893,805,1535,5468
30895,305,535,2430
30895,325,575,2632
30895,375,675,2936
30895,405,735,3040
30895,495,915,3648
30895,675,1275,4860
30895,805,1535,5468
176443,305,535,2430
176443,325,575,2632
176443,375,675,2936
176443,405,735,3040
176443,495,915,3648
176443,675,1275,4860
176443,805,1535,5468
176452,305,535,2430
176452,325,575,2632
176452,375,675,2936
176452,405,735,3040
176452,495,915,3648
176452,675,1275,4860
176452,805,1535,5468
176461,305,535,2430
176461,325,575,2632
176461,375,675,2936
176461,405,735,3040
176461,495,915,3648
176461,675,1275,4860
176461,805,1535,5468
176470,305,535,2430
176470,325,575,2632
176470,375,675,2936
176470,405,735,3040
176470,495,915,3648
176470,675,1275,4860
176470,805,1535,5468
176479,305,535,2430
176479,325,575,2632
176479,375,675,2936
176479,405,735,3040
176479,495,915,3648
176479,675,1275,4860
176479,805,1535,5468
176524,305,535,2430
176524,325,575,2632
176524,375,675,2936
176524,405,735,3040
176524,495,915,3648
176524,675,1275,4860
176524,805,1535,5468
176488,305,535,2430
176488,325,575,2632
176488,375,675,2936
176488,405,735,3040
176488,495,915,3648
176488,675,1275,4860
176488,805,1535,5468
176497,305,535,2430
176497,325,575,2632
176497,375,675,2936
176497,405,735,3040
176497,495,915,3648
176497,675,1275,4860
176497,805,1535,5468
176506,305,535,2430
176506,325,575,2632
176506,375,675,2936
176506,405,735,3040
176506,495,915,3648
176506,675,1275,4860
176506,805,1535,5468
30897,265,455,2024
30897,305,535,2430
30897,325,575,2632
30897,375,675,2936
30897,405,735,3040
30897,495,915,3648
30897,675,1275,4860
30897,805,1535,5468
207054,95,95,30
207054,305,535,2430
207054,325,575,2632
207054,375,675,2936
207054,405,735,3040
207054,495,915,3648
207054,675,1275,4860
207044,95,95,30
207044,305,535,2430
207044,325,575,2632
207044,375,675,2936
207044,405,735,3040
207044,495,915,3648
207044,675,1275,4860
176533,305,535,2430
176533,325,575,2632
176533,375,675,2936
176533,405,735,3040
176533,495,915,3648
176533,675,1275,4860
176533,805,1535,5468
30899,265,455,2024
30899,305,535,2430
30899,325,575,2632
30899,375,675,2936
30899,405,735,3040
30899,495,915,3648
30899,675,1275,4860
30899,805,1535,5468
176542,305,535,2430
176542,325,575,2632
176542,375,675,2936
176542,405,735,3040
176542,495,915,3648
176542,675,1275,4860
176542,805,1535,5468
176551,305,535,2430
176551,325,575,2632
176551,375,675,2936
176551,405,735,3040
176551,495,915,3648
176551,675,1275,4860
176551,805,1535,5468
176560,305,535,2430
176560,325,575,2632
176560,375,675,2936
176560,405,735,3040
176560,495,915,3648
176560,675,1275,4860
176560,805,1535,5468
176569,305,535,2430
176569,325,575,2632
176569,375,675,2936
176569,405,735,3040
176569,495,915,3648
176569,675,1275,4860
176569,805,1535,5468
176578,305,535,2430
176578,325,575,2632
176578,375,675,2936
176578,405,735,3040
176578,495,915,3648
176578,675,1275,4860
176578,805,1535,5468
30901,85,85,24
30901,95,95,30
30901,125,125,36
30901,145,145,40
30901,165,165,48
30901,375,675,2936
30901,405,735,3040
30901,495,915,3648
30901,675,1275,4860
30901,805,1535,5468
176515,305,535,2430
176515,325,575,2632
176515,375,675,2936
176515,405,735,3040
176515,495,915,3648
176515,675,1275,4860
176515,805,1535,5468
30903,265,455,2024
30903,305,535,2430
30903,325,575,2632
30903,375,675,2936
30903,405,735,3040
30903,495,915,3648
30903,675,1275,4860
30903,805,1535,5468
190352,285,495,2430
190352,305,535,2632
190352,355,635,2936
190352,385,695,3040
190352,475,875,3648
190352,655,1235,4860
190352,785,1495,5468
190363,285,495,2430
190363,305,535,2632
190363,355,635,2936
190363,385,695,3040
190363,475,875,3648
190363,655,1235,4860
190363,785,1495,5468
190372,285,495,2430
190372,305,535,2632
190372,355,635,2936
190372,385,695,3040
190372,475,875,3648
190372,655,1235,4860
190372,785,1495,5468
190383,285,495,2430
190383,305,535,2632
190383,355,635,2936
190383,385,695,3040
190383,475,875,3648
190383,655,1235,4860
190383,785,1495,5468
190392,285,495,2430
190392,305,535,2632
190392,355,635,2936
190392,385,695,3040
190392,475,875,3648
190392,655,1235,4860
190392,785,1495,5468
190401,285,495,2430
190401,305,535,2632
190401,355,635,2936
190401,385,695,3040
190401,475,875,3648
190401,655,1235,4860
190401,785,1495,5468
190410,285,495,2430
190410,305,535,2632
190410,355,635,2936
190410,385,695,3040
190410,475,875,3648
190410,655,1235,4860
190410,785,1495,5468
190419,285,495,2430
190419,305,535,2632
190419,355,635,2936
190419,385,695,3040
190419,475,875,3648
190419,655,1235,4860
190419,785,1495,5468
190428,285,495,2430
190428,305,535,2632
190428,355,635,2936
190428,385,695,3040
190428,475,875,3648
190428,655,1235,4860
190428,785,1495,5468
190437,285,495,2430
190437,305,535,2632
190437,355,635,2936
190437,385,695,3040
190437,475,875,3648
190437,655,1235,4860
190437,785,1495,5468
190455,285,495,2430
190455,305,535,2632
190455,355,635,2936
190455,385,695,3040
190455,475,875,3648
190455,655,1235,4860
190455,785,1495,5468
190446,285,495,2430
190446,305,535,2632
190446,355,635,2936
190446,385,695,3040
190446,475,875,3648
190446,655,1235,4860
190446,785,1495,5468
190464,315,525,2436
190464,405,715,3046
190464,515,905,3654
190464,585,975,4060
190464,745,1275,4872
28447,285,505,2430
28447,305,545,2632
28447,355,645,2936
28447,385,705,3040
28447,475,885,3648
28447,655,1245,4860
28447,785,1505,5468
28449,415,645,2936
28449,445,705,3040
28449,535,885,3648
28449,715,1245,4860
28449,845,1505,5468
176642,375,645,2936
176642,405,705,3040
176642,495,885,3648
176642,675,1245,4860
176642,805,1505,5468
176651,375,645,2936
176651,405,705,3040
176651,495,885,3648
176651,675,1245,4860
176651,805,1505,5468
28451,375,645,2936
28451,405,705,3040
28451,495,885,3648
28451,675,1245,4860
28451,805,1505,5468
28453,285,505,2430
28453,305,545,2632
28453,355,645,2936
28453,385,705,3040
28453,475,885,3648
28453,655,1245,4860
28453,785,1505,5468
28455,285,505,2430
28455,305,545,2632
28455,355,645,2936
28455,385,705,3040
28455,475,885,3648
28455,655,1245,4860
28455,785,1505,5468
28457,285,505,2430
28457,305,545,2632
28457,355,645,2936
28457,385,705,3040
28457,475,885,3648
28457,655,1245,4860
28457,785,1505,5468
28459,265,465,2424
28459,335,605,3030
28459,395,725,3636
28459,455,845,4040
28459,565,1065,4848
28459,775,1485,6060
7733,245,415,2420
7733,285,495,3024
7733,305,535,3226
7733,355,635,3629
7733,385,695,4030
7733,475,875,4836
7733,655,1235,6048
7733,785,1495,6854
7735,95,95,30
7735,85,85,24
7735,245,415,2420
7735,285,495,3024
7735,305,535,3226
7735,355,635,3629
7735,385,695,4030
7735,475,875,4836
7735,655,1235,6048
7737,245,415,2420
7737,285,495,3024
7737,305,535,3226
7737,355,635,3629
7737,385,695,4030
7737,475,875,4836
7737,655,1235,6048
7737,785,1495,6854
7739,85,85,24
7739,95,95,30
7739,245,415,2024
7739,285,495,2430
7739,305,535,2632
7739,355,635,2936
7739,385,695,3040
7739,475,875,3648
7739,655,1235,4860
7741,85,85,24
7741,95,95,30
7741,245,415,2420
7741,285,495,3024
7741,305,535,3226
7741,355,635,3629
7741,385,695,4030
7741,475,875,4836
7741,655,1235,6048
7743,245,415,2420
7743,285,495,3024
7743,305,535,3226
7743,355,635,3629
7743,385,695,4030
7743,475,875,4836
7743,655,1235,6048
7743,785,1495,6854
7745,245,415,2024
7745,285,495,2430
7745,305,535,2632
7745,355,635,2936
7745,385,695,3040
7745,475,875,3648
7745,655,1235,4860
7745,785,1495,5468
7747,85,85,24
7747,95,95,30
7747,245,415,2420
7747,285,495,3024
7747,305,535,3226
7747,355,635,3629
7747,385,695,4030
7747,475,875,4836
7747,655,1235,6048
7749,245,415,2024
7749,285,495,2430
7749,305,535,2632
7749,355,635,2936
7749,385,695,3040
7749,475,875,3648
7749,655,1235,4860
7749,785,1495,5468
7751,295,515,4020
7751,375,675,4824
7751,485,895,6030
7751,615,1155,7236
7751,705,1335,8040
7751,1005,1935,9648
204540,95,95,30
204540,85,85,24
204540,245,415,2420
204540,285,495,3024
204540,305,535,3226
204540,355,635,3629
204540,385,695,4030
204540,475,875,4836
7753,245,415,2420
7753,285,495,3024
7753,305,535,3226
7753,355,635,3629
7753,385,695,4030
7753,475,875,4836
7753,655,1235,6048
7753,785,1495,6854
7755,95,95,30
7755,85,85,24
7755,75,75,20
7755,245,415,2024
7755,285,495,2430
7755,305,535,2632
7755,355,635,2936
7755,385,695,3040
7755,475,875,3648
7755,655,1235,4860
7757,245,415,2024
7757,285,495,2430
7757,305,535,2632
7757,355,635,2936
7757,385,695,3040
7757,475,875,3648
7757,655,1235,4860
7757,785,1495,5468
7761,125,125,36
7761,95,95,30
7761,85,85,24
7761,75,75,20
7761,245,415,2024
7761,285,495,2430
7761,305,535,2632
7761,355,635,2936
7761,385,695,3040
7761,475,875,3648
7761,655,1235,4860
7761,785,1495,5468
7759,265,455,2424
7759,335,595,3030
7759,395,715,3636
7759,455,835,4040
7759,565,1055,4848
7759,775,1475,6060
7763,85,85,24
7763,95,95,30
7763,245,415,2420
7763,285,495,3024
7763,305,535,3226
7763,355,635,3629
7763,385,695,4030
7763,475,875,4836
7763,655,1235,6048
7765,125,125,36
7765,95,95,30
7765,85,85,24
7765,75,75,20
7765,245,415,2420
7765,285,495,3024
7765,305,535,3226
7765,355,635,3629
7765,385,695,4030
7765,475,875,4836
7765,655,1235,6048
7767,95,95,30
7767,85,85,24
7767,75,75,20
7767,295,515,4020
7767,375,675,4824
7767,485,895,6030
7767,615,1155,7236
7767,705,1335,8040
7769,95,95,30
7769,85,85,24
7769,75,75,20
7769,245,415,2420
7769,285,495,3024
7769,305,535,3226
7769,355,635,3629
7769,385,695,4030
7769,475,875,4836
7769,655,1235,6048
7771,245,415,2024
7771,285,495,2430
7771,305,535,2632
7771,355,635,2936
7771,385,695,3040
7771,475,875,3648
7771,655,1235,4860
7771,785,1495,5468
198480,95,95,30
198480,85,85,24
198480,75,75,20
198480,245,415,2024
198480,285,495,2430
198480,305,535,2632
198480,355,635,2936
198480,385,695,3040
198480,475,875,3648
198480,655,1235,4860
7775,125,125,36
7775,95,95,30
7775,85,85,24
7775,75,75,20
7775,245,415,2024
7775,285,495,2430
7775,305,535,2632
7775,355,635,2936
7775,385,695,3040
7775,475,875,3648
7775,655,1235,4860
7777,245,415,2420
7777,285,495,3024
7777,305,535,3226
7777,355,635,3629
7777,385,695,4030
7777,475,875,4836
7777,655,1235,6048
7777,785,1495,6854
204552,85,85,24
204552,95,95,30
204552,245,415,2024
204552,285,495,2430
204552,305,535,2632
204552,355,635,2936
204552,385,695,3040
204552,475,875,3648
204552,655,1235,4860
7779,245,415,2024
7779,285,495,2430
7779,305,535,2632
7779,355,635,2936
7779,385,695,3040
7779,475,875,3648
7779,655,1235,4860
7779,785,1495,5468
7781,95,95,30
7781,85,85,24
7781,75,75,20
7781,245,415,2420
7781,285,495,3024
7781,305,535,3226
7781,355,635,3629
7781,385,695,4030
7781,475,875,4836
7781,655,1235,6048
7783,245,415,2420
7783,285,495,3024
7783,305,535,3226
7783,355,635,3629
7783,385,695,4030
7783,475,875,4836
7783,655,1235,6048
7783,785,1495,6854
7785,245,415,2420
7785,285,495,3024
7785,305,535,3226
7785,355,635,3629
7785,385,695,4030
7785,475,875,4836
7785,655,1235,6048
7785,785,1495,6854
7787,265,455,2424
7787,335,595,3030
7787,395,715,3636
7787,455,835,4040
7787,565,1055,4848
7787,775,1475,6060
160875,845,1505,6854
160875,715,1235,6048
160875,535,825,4836
160875,445,755,4030
160875,415,705,3629
160875,85,85,24
160875,95,95,30
160875,125,125,36
167369,85,85,24
167369,95,95,30
188419,85,85,24
188419,95,95,30
188424,845,1505,6854
188424,715,1235,6048
188424,535,825,4836
188424,445,755,4030
188424,415,705,3629
188424,85,85,24
188424,95,95,30
188429,85,85,24
188429,95,95,30
188434,855,1505,6854
188434,725,1235,6048
188434,545,825,4836
188434,455,755,4030
188434,425,705,3629
188434,85,85,24
188434,95,95,30
158352,95,95,30
158352,125,125,36
158352,145,145,40
158352,165,165,48
160636,85,85,24
160636,95,95,30
28513,215,365,1620
28513,245,425,2024
28513,285,505,2430
28513,305,545,2632
28513,355,645,2936
28513,385,705,3040
28513,475,885,3648
28513,655,1245,4860
28513,785,1505,5468
28515,215,365,2016
28515,245,425,2420
28515,285,505,3024
28515,305,545,3226
28515,355,645,3629
28515,385,705,4030
28515,475,885,4836
28515,655,1245,6048
28515,785,1505,6854
28517,245,425,2020
28517,265,465,2424
28517,335,605,3030
28517,395,725,3636
28517,455,845,4040
28517,565,1065,4848
28517,775,1485,6060
28519,255,445,3216
28519,295,525,4020
28519,375,685,4824
28519,485,905,6030
28519,615,1165,7236
28519,705,1345,8040
28519,1005,1945,9648
28521,245,425,2020
28521,265,465,2424
28521,335,605,3030
28521,395,725,3636
28521,455,845,4040
28521,565,1065,4848
28521,775,1485,6060
28523,235,405,2416
28523,275,485,3020
28523,315,565,3624
28523,405,745,4630
28523,515,965,5436
28523,585,1105,6040
28523,745,1425,7248
28525,235,405,1624
28525,275,485,2030
28525,315,565,2436
28525,405,745,3046
28525,515,965,3654
28525,585,1105,4060
28525,745,1425,4872
28527,235,405,2416
28527,275,485,3020
28527,315,565,3624
28527,405,745,4630
28527,515,965,5436
28527,585,1105,6040
28527,745,1425,7248
28529,215,365,2016
28529,245,425,2420
28529,285,505,3024
28529,305,545,3226
28529,355,645,3629
28529,385,705,4030
28529,475,885,4836
28529,655,1245,6048
28529,785,1505,6854
28531,215,365,2016
28531,245,425,2420
28531,285,505,3024
28531,305,545,3226
28531,355,645,3629
28531,385,705,4030
28531,475,885,4836
28531,655,1245,6048
28531,785,1505,6854
28533,215,365,1620
28533,245,425,2024
28533,285,505,2430
28533,305,545,2632
28533,355,645,2936
28533,385,705,3040
28533,475,885,3648
28533,655,1245,4860
28533,785,1505,5468
28535,235,405,2416
28535,275,485,3020
28535,315,565,3624
28535,405,745,4630
28535,515,965,5436
28535,585,1105,6040
28535,745,1425,7248
28537,215,365,2016
28537,245,425,2420
28537,285,505,3024
28537,305,545,3226
28537,355,645,3629
28537,385,705,4030
28537,475,885,4836
28537,655,1245,6048
28537,785,1505,6854
28539,235,405,2416
28539,275,485,3020
28539,315,565,3624
28539,405,745,4630
28539,515,965,5436
28539,585,1105,6040
28539,745,1425,7248
28541,235,405,2416
28541,275,485,3020
28541,315,565,3624
28541,405,745,4630
28541,515,965,5436
28541,585,1105,6040
28541,745,1425,7248
28543,255,445,1632
28543,295,525,2040
28543,375,685,2448
28543,485,905,3060
28543,615,1165,3672
28543,705,1345,4080
28543,1005,1945,4896
28545,235,405,1624
28545,275,485,2030
28545,315,565,2436
28545,405,745,3046
28545,515,965,3654
28545,585,1105,4060
28545,745,1425,4872
28547,215,365,2016
28547,245,425,2420
28547,285,505,3024
28547,305,545,3226
28547,355,645,3629
28547,385,705,4030
28547,475,885,4836
28547,655,1245,6048
28547,785,1505,6854
28549,235,405,1624
28549,275,485,2030
28549,315,565,2436
28549,405,745,3046
28549,515,965,3654
28549,585,1105,4060
28549,745,1425,4872
28657,145,145,40
28657,125,125,36
28657,95,95,30
28657,85,85,24
28657,75,75,20
28657,235,405,1624
28657,275,485,2030
28657,315,565,2436
28657,405,745,3046
28657,515,965,3654
28657,585,1105,4060
28659,145,145,40
28659,125,125,36
28659,95,95,30
28659,85,85,24
28659,75,75,20
28659,235,405,1624
28659,275,485,2030
28659,315,565,2436
28659,405,745,3046
28659,515,965,3654
28659,585,1105,4060
28551,215,365,2016
28551,245,425,2420
28551,285,505,3024
28551,305,545,3226
28551,355,645,3629
28551,385,705,4030
28551,475,885,4836
28551,655,1245,6048
28551,785,1505,6854
28553,235,405,2416
28553,275,485,3020
28553,315,565,3624
28553,405,745,4630
28553,515,965,5436
28553,585,1105,6040
28553,745,1425,7248
28555,235,405,1624
28555,275,485,2030
28555,315,565,2436
28555,405,745,3046
28555,515,965,3654
28555,585,1105,4060
28555,745,1425,4872
28557,235,405,1624
28557,275,485,2030
28557,315,565,2436
28557,405,745,3046
28557,515,965,3654
28557,585,1105,4060
28557,745,1425,4872
28559,235,405,2416
28559,275,485,3020
28559,315,565,3624
28559,405,745,4630
28559,515,965,5436
28559,585,1105,6040
28559,745,1425,7248
28561,235,405,2416
28561,275,485,3020
28561,315,565,3624
28561,405,745,4630
28561,515,965,5436
28561,585,1105,6040
28561,745,1425,7248
28563,215,365,1620
28563,245,425,2024
28563,285,505,2430
28563,305,545,2632
28563,355,645,2936
28563,385,705,3040
28563,475,885,3648
28563,655,1245,4860
28563,785,1505,5468
28565,265,465,2424
28565,335,605,3030
28565,395,725,3636
28565,455,845,4040
28565,565,1065,4848
28565,775,1485,6060
28661,215,365,1620
28661,245,425,2024
28661,285,505,2430
28661,305,545,2632
28661,355,645,2936
28661,385,705,3040
28661,475,885,3648
28661,655,1245,4860
28661,785,1505,5468
190474,195,305,2016
190474,225,365,2420
190474,265,445,3024
190474,285,485,3226
190474,335,585,3629
190474,365,645,4030
190474,455,825,4836
190474,635,1185,6048
190474,765,1445,6854
190586,215,305,2416
190586,255,365,3020
190586,295,445,3624
190586,385,675,4630
190586,495,875,5436
190586,565,945,6040
190586,725,1245,7248
190597,215,305,2416
190597,255,365,3020
190597,295,445,3624
190597,385,675,4630
190597,495,875,5436
190597,565,945,6040
190597,725,1245,7248
190485,195,305,2016
190485,225,365,2420
190485,265,445,3024
190485,285,485,3226
190485,335,585,3629
190485,365,645,4030
190485,455,825,4836
190485,635,1185,6048
190485,765,1445,6854
190606,215,305,2416
190606,255,365,3020
190606,295,445,3624
190606,385,675,4630
190606,495,875,5436
190606,565,945,6040
190606,725,1245,7248
190509,195,305,2016
190509,225,365,2420
190509,265,445,3024
190509,285,485,3226
190509,335,585,3629
190509,365,645,4030
190509,455,825,4836
190509,635,1185,6048
190509,765,1445,6854
190678,215,305,1624
190678,255,365,2030
190678,295,445,2436
190678,385,675,3046
190678,495,875,3654
190678,565,945,4060
190678,725,1245,4872
190633,215,305,2416
190633,255,365,3020
190633,295,445,3624
190633,385,675,4630
190633,495,875,5436
190633,565,945,6040
190633,725,1245,7248
190615,215,305,2416
190615,255,365,3020
190615,295,445,3624
190615,385,675,4630
190615,495,875,5436
190615,565,945,6040
190615,725,1245,7248
190624,215,305,2416
190624,255,365,3020
190624,295,445,3624
190624,385,675,4630
190624,495,875,5436
190624,565,945,6040
190624,725,1245,7248
190575,195,305,2016
190575,225,365,2420
190575,265,445,3024
190575,285,485,3226
190575,335,585,3629
190575,365,645,4030
190575,455,825,4836
190575,635,1185,6048
190575,765,1445,6854
190498,195,305,2016
190498,225,365,2420
190498,265,445,3024
190498,285,485,3226
190498,335,585,3629
190498,365,645,4030
190498,455,825,4836
190498,635,1185,6048
190498,765,1445,6854
190520,195,305,2016
190520,225,365,2420
190520,265,445,3024
190520,285,485,3226
190520,335,585,3629
190520,365,645,4030
190520,455,825,4836
190520,635,1185,6048
190520,765,1445,6854
190531,195,305,2016
190531,225,365,2420
190531,265,445,3024
190531,285,485,3226
190531,335,585,3629
190531,365,645,4030
190531,455,825,4836
190531,635,1185,6048
190531,765,1445,6854
190642,215,305,2416
190642,255,365,3020
190642,295,445,3624
190642,385,675,4630
190642,495,875,5436
190642,565,945,6040
190642,725,1245,7248
190651,215,305,2416
190651,255,365,3020
190651,295,445,3624
190651,385,675,4630
190651,495,875,5436
190651,565,945,6040
190651,725,1245,7248
190660,215,305,2416
190660,255,365,3020
190660,295,445,3624
190660,385,675,4630
190660,495,875,5436
190660,565,945,6040
190660,725,1245,7248
190669,215,305,2416
190669,255,365,3020
190669,295,445,3624
190669,385,675,4630
190669,495,875,5436
190669,565,945,6040
190669,725,1245,7248
190542,195,305,2016
190542,225,365,2420
190542,265,445,3024
190542,285,485,3226
190542,335,585,3629
190542,365,645,4030
190542,455,825,4836
190542,635,1185,6048
190542,765,1445,6854
190553,195,305,2016
190553,225,365,2420
190553,265,445,3024
190553,285,485,3226
190553,335,585,3629
190553,365,645,4030
190553,455,825,4836
190553,635,1185,6048
190553,765,1445,6854
190564,195,305,2016
190564,225,365,2420
190564,265,445,3024
190564,285,485,3226
190564,335,585,3629
190564,365,645,4030
190564,455,825,4836
190564,635,1185,6048
190564,765,1445,6854
190758,675,1235,6048
190758,495,875,4836
190758,405,715,4030
190758,375,635,3629
190758,325,575,3226
190758,305,525,3024
190758,95,95,30
190758,85,85,24
190740,95,95,30
190740,85,85,24
190740,315,555,3624
190740,405,735,4630
190740,515,955,5436
190740,585,1095,6040
190740,745,1415,7248
190729,95,95,30
190729,85,85,24
190729,315,555,3624
190729,405,735,4630
190729,515,955,5436
190729,585,1095,6040
190729,745,1415,7248
190749,95,95,30
190749,85,85,24
190749,315,555,3624
190749,405,735,4630
190749,515,955,5436
190749,585,1095,6040
190749,745,1415,7248
184069,315,565,3624
184069,405,745,4630
184069,515,965,5436
184069,585,1105,6040
184069,745,1425,7248
184076,355,645,2936
184076,385,705,3040
184076,475,885,3648
184076,655,1245,4860
184076,785,1505,5468
184085,285,505,2430
184085,305,545,2632
184085,355,645,2936
184085,385,705,3040
184085,475,885,3648
184085,655,1245,4860
184085,785,1505,5468
184058,285,505,2430
184058,305,545,2632
184058,355,645,2936
184058,385,705,3040
184058,475,885,3648
184058,655,1245,4860
184047,215,365,1620
184047,245,425,2024
184047,285,505,2430
184047,305,545,2632
184047,355,645,2936
184047,385,705,3040
184047,475,885,3648
184047,655,1245,4860
184047,785,1505,5468
24371,215,365,1620
24371,245,425,2024
24371,285,505,2430
24371,305,545,2632
24371,355,645,2936
24371,385,705,3040
24371,475,885,3648
24371,655,1245,4860
24373,315,565,3624
24373,405,745,4630
24373,515,965,5436
24373,585,1105,6040
24373,745,1425,7248
184103,355,645,2936
184103,385,705,3040
184103,475,885,3648
184103,655,1245,4860
184103,785,1505,5468
184094,355,645,2936
184094,385,705,3040
184094,475,885,3648
184094,655,1245,4860
184094,785,1505,5468
24375,315,565,3624
24375,405,745,4630
24375,515,965,5436
24375,585,1105,6040
24375,745,1425,7248
24377,355,645,2936
24377,385,705,3040
24377,475,885,3648
24377,655,1245,4860
24377,785,1505,5468
24379,315,565,3624
24379,405,745,4630
24379,515,965,5436
24379,585,1105,6040
24379,745,1425,7248
24381,315,565,3624
24381,405,745,4630
24381,515,965,5436
24381,585,1105,6040
24381,745,1425,7248
29758,235,395,1624
29758,275,475,2030
29758,315,555,2436
29758,405,735,3046
29758,515,955,3654
29758,585,1095,4060
29758,745,1415,4872
135784,215,355,1620
135784,245,415,2024
135784,285,495,2430
135784,305,535,2632
135784,355,635,2936
135784,385,695,3040
135784,475,875,3648
135784,655,1235,4860
135784,785,1495,5468
135804,215,355,1620
135804,245,415,2024
135804,285,495,2430
135804,305,535,2632
135804,355,635,2936
135804,385,695,3040
135804,475,875,3648
135804,655,1235,4860
135804,785,1495,5468
29760,215,355,1620
29760,245,415,2024
29760,285,495,2430
29760,305,535,2632
29760,355,635,2936
29760,385,695,3040
29760,475,875,3648
29760,655,1235,4860
29760,785,1495,5468
27515,265,455,2024
27515,305,535,2430
27515,325,575,2632
27515,375,675,2936
27515,405,735,3040
27515,495,915,3648
27515,675,1275,4860
27515,805,1535,5468
27521,95,95,30
27521,85,85,24
27521,365,595,3624
27521,455,775,4630
27521,565,995,5436
27521,635,1135,6040
27521,795,1455,7248
187793,265,455,2024
187793,305,535,2430
187793,325,575,2632
187793,375,675,2936
187793,405,735,3040
187793,495,915,3648
187793,675,1275,4860
187793,805,1535,5468
187826,295,515,2030
187826,335,595,2436
187826,425,775,3046
187826,535,995,3654
187826,605,1135,4060
187826,765,1455,4872
27523,295,515,2030
27523,335,595,2436
27523,425,775,3046
27523,535,995,3654
27523,605,1135,4060
27523,765,1455,4872
27525,395,675,3629
27525,425,735,4030
27525,515,915,4836
27525,695,1275,6048
27525,825,1535,6854
27527,375,675,3629
27527,405,735,4030
27527,495,915,4836
27527,675,1275,6048
27527,805,1535,6854
187804,265,455,2024
187804,305,535,2430
187804,325,575,2632
187804,375,675,2936
187804,405,735,3040
187804,495,915,3648
187804,675,1275,4860
187804,805,1535,5468
27529,335,595,3624
27529,425,775,4630
27529,535,995,5436
27529,605,1135,6040
27529,765,1455,7248
27531,85,85,24
27531,95,95,30
27531,455,775,4630
27531,565,995,5436
27531,635,1135,6040
27531,795,1455,7248
27533,295,515,2030
27533,335,595,2436
27533,425,775,3046
27533,535,995,3654
27533,605,1135,4060
27533,765,1455,4872
27535,375,675,2936
27535,405,735,3040
27535,495,915,3648
27535,675,1275,4860
27535,805,1535,5468
27537,305,535,2430
27537,325,575,2632
27537,375,675,2936
27537,405,735,3040
27537,495,915,3648
27537,675,1275,4860
27537,805,1535,5468
27543,265,455,2024
27543,305,535,2430
27543,325,575,2632
27543,375,675,2936
27543,405,735,3040
27543,495,915,3648
27543,675,1275,4860
27543,805,1535,5468
187835,295,515,2030
187835,335,595,2436
187835,425,775,3046
187835,535,995,3654
187835,605,1135,4060
187835,765,1455,4872
27547,385,675,3629
27547,415,735,4030
27547,505,915,4836
27547,685,1275,6048
27547,815,1535,6854
27549,295,515,2030
27549,335,595,2436
27549,425,775,3046
27549,535,995,3654
27549,605,1135,4060
27549,765,1455,4872
187844,295,515,2030
187844,335,595,2436
187844,425,775,3046
187844,535,995,3654
187844,605,1135,4060
187844,765,1455,4872
187853,295,515,2030
187853,335,595,2436
187853,425,775,3046
187853,535,995,3654
187853,605,1135,4060
187853,765,1455,4872
187862,295,515,2030
187862,335,595,2436
187862,425,775,3046
187862,535,995,3654
187862,605,1135,4060
187862,765,1455,4872
187815,265,455,2024
187815,305,535,2430
187815,325,575,2632
187815,375,675,2936
187815,405,735,3040
187815,495,915,3648
187815,675,1275,4860
187815,805,1535,5468
27551,315,535,3024
27551,335,575,3226
27551,385,675,3629
27551,415,735,4030
27551,505,915,4836
27551,685,1275,6048
27551,815,1535,6854
187871,295,515,2030
187871,335,595,2436
187871,425,775,3046
187871,535,995,3654
187871,605,1135,4060
187871,765,1455,4872
27553,335,595,3624
27553,425,775,4630
27553,535,995,5436
27553,605,1135,6040
27553,765,1455,7248
27555,295,515,2030
27555,335,595,2436
27555,425,775,3046
27555,535,995,3654
27555,605,1135,4060
27555,765,1455,4872
27557,355,635,3030
27557,415,755,3636
27557,475,875,4040
27557,585,1095,4848
27557,795,1515,6060
27563,335,595,2436
27563,425,775,3046
27563,535,995,3654
27563,605,1135,4060
27563,765,1455,4872
27567,95,95,30
27567,85,85,24
27567,335,595,2436
27567,425,775,3046
27567,535,995,3654
27567,605,1135,4060
27571,265,455,2024
27571,305,535,2430
27571,325,575,2632
27571,375,675,2936
27571,405,735,3040
27571,495,915,3648
27571,675,1275,4860
27571,805,1535,5468
27573,165,165,48
27573,145,145,40
27573,125,125,36
27573,95,95,30
27573,445,755,3040
27573,535,935,3648
27573,715,1295,4860
27573,845,1555,5468
28319,355,645,2936
28319,385,705,3040
28319,475,885,3648
28319,655,1245,4860
28319,785,1505,5468
28321,355,645,2936
28321,385,705,3040
28321,475,885,3648
28321,655,1245,4860
28321,785,1505,5468
28323,285,505,2430
28323,305,545,2632
